PA,district_name,state_abbr,state_name,new_26,new_26_desc,24,24_desc,22,22_desc,20,20_desc,18,18_desc,16,16_desc
5110,VA-10,VA,Virginia,,,No,,Yes,"VA-10 was substantially redrawn, adding Fauquier and Rappahannock counties, raising its share of Prince William County from 28% to 61% and taking in the rest of the city of Manassas. It leaned Democratic.",No,,No,,No,
5111,VA-11,VA,Virginia,,,No,,Yes,"VA-11 was reshaped, raising its share of Fairfax County from 27% to 63% and dropping out of Prince William County. It was safely Democratic.",No,,No,,No,
5301,WA-01,WA,Washington,,,No,,Yes,"WA-1 was rebuilt almost from scratch, giving up Whatcom County, dropping out of Skagit County and cutting its share of Snohomish County from 86% to 12%. It was solidly Democratic.",No,,No,,No,
5302,WA-02,WA,Washington,,,No,,Yes,"WA-2 kept most of its previous shape, adding Whatcom County and taking in the rest of Skagit County. It was solidly Democratic.",No,,No,,No,
5303,WA-03,WA,Washington,,,No,,Yes,"WA-3 was reshaped, giving up Klickitat County. It leaned Republican.",No,,No,,No,
5304,WA-04,WA,Washington,,,No,,Yes,"WA-4 was reshaped, adding Klickitat County, cutting its share of Adams County from 100% to 7% and cutting its share of Franklin County from 100% to 11%. It was solidly Republican.",No,,No,,No,
5305,WA-05,WA,Washington,,,No,,Yes,"WA-5 kept most of its previous shape, taking 93% of Adams County and taking 89% of Franklin County. It was solidly Republican.",No,,No,,No,
5306,WA-06,WA,Washington,,,No,,Yes,"WA-6 kept most of its previous shape, trading territory with WA-10 and WA-9 within the same counties. It leaned Democratic.",No,,No,,No,
5307,WA-07,WA,Washington,,,No,,Yes,"WA-7 kept most of its previous shape, trading territory with WA-6 and WA-9 within the same counties. It was safely Democratic.",No,,No,,No,
5308,WA-08,WA,Washington,,,No,,Yes,"WA-8 kept most of its previous shape, taking 78% of Snohomish County and raising its share of King County from 42% to 79%. It was a Democratic-leaning toss-up.",No,,No,,No,
5309,WA-09,WA,Washington,,,No,,Yes,"WA-9 was reshaped, trading territory with WA-8 and WA-7 within the same counties. It was safely Democratic.",No,,No,,No,
5310,WA-10,WA,Washington,,,No,,Yes,"WA-10 was reshaped, cutting its share of Thurston County from 71% to 61%. It leaned Democratic.",No,,No,,No,
5401,WV-01,WV,West Virginia,,,No,,Yes,"WV-1 was rebuilt almost from scratch, adding 27 whole counties, among them McDowell, Webster and Greenbrier counties and giving up 19 whole counties, among them Tucker, Wetzel and Marshall counties. West Virginia lost a seat in the 2020 reapportionment, which shifted lines across the state. It was safely Republican.",No,,No,,No,
5402,WV-02,WV,West Virginia,,,No,,Yes,"WV-2 was substantially redrawn, adding 19 whole counties, among them Tucker, Wetzel and Marshall counties and giving up 9 whole counties, among them Clay, Pendleton and Roane counties. West Virginia lost a seat in the 2020 reapportionment, which shifted lines across the state. It was safely Republican.",No,,No,,No,
5403,WV-03,WV,West Virginia,,,Inactive,,Inactive,,No,,No,,No,
5501,WI-01,WI,Wisconsin,,,No,,Yes,"WI-1 kept most of its previous shape, dropping out of Waukesha County. It was a Republican-leaning toss-up.",No,,No,,No,
5502,WI-02,WI,Wisconsin,,,No,,Yes,"WI-2 kept most of its previous shape, dropping out of Richland County and cutting its share of Sauk County from 100% to 88%. It was safely Democratic.",No,,No,,No,
5503,WI-03,WI,Wisconsin,,,No,,Yes,"WI-3 kept most of its previous shape, taking in the rest of Richland County and taking 12% of Sauk County. It leaned Republican.",No,,No,,No,
5504,WI-04,WI,Wisconsin,,,No,,Yes,"WI-4 was substantially redrawn, trading territory with WI-5 within the same counties. It was safely Democratic.",No,,No,,No,
5505,WI-05,WI,Wisconsin,,,No,,Yes,"WI-5 kept most of its previous shape, taking in the rest of Waukesha County and cutting its share of Milwaukee County from 17% to 7%. It was solidly Republican.",No,,No,,No,
5506,WI-06,WI,Wisconsin,,,No,,Yes,"WI-6 kept most of its previous shape, taking 24% of Calumet County and raising its share of Winnebago County from 80% to 92%. It was solidly Republican.",No,,No,,No,
5507,WI-07,WI,Wisconsin,,,No,,Yes,"WI-7 kept most of its previous shape, trading territory with WI-3 within the same counties. It was solidly Republican.",No,,No,,No,
5508,WI-08,WI,Wisconsin,,,No,,Yes,"WI-8 kept most of its previous shape, cutting its share of Calumet County from 100% to 76% and cutting its share of Winnebago County from 20% to 8%. It was solidly Republican.",No,,No,,No,
5601,WY-01,WY,Wyoming,,,No,,No,,No,,No,,No,
