office,state,race,year,election_type,party,candidate,fec_id,reports,receipts_sept,receipts_full_from_reports,receipts_final_csv
H,NC,NC-03,2024,Regular,R,Gregory Murphy,H0NC03172,11,1446762.36,1939613.96,1939613.96
H,NC,NC-04,2024,Regular,D,Valerie Foushee,H2NC06114,11,514994.80,695097.87,695097.87
H,NC,NC-05,2024,Regular,D,Chuck Hubbard,H4NC05294,10,277409.40,416650.34,416650.34
H,NC,NC-05,2024,Regular,R,Virginia Foxx,H4NC05146,11,1808830.61,2376260.80,2376260.8
H,NC,NC-06,2024,Regular,R,Addison McDowell,H4NC06177,8,622679.08,933322.68,933322.68
H,NC,NC-07,2024,Regular,R,David Rouzer,H2NC07096,11,1388020.23,1784469.61,1784469.61
H,NC,NC-08,2024,Regular,R,Mark Harris,H4NC08066,9,663242.25,837984.14,837984.14
H,NC,NC-09,2024,Regular,D,Nigel William Bristow,H4NC09171,6,11005.44,31339.93,31339.93
H,NC,NC-09,2024,Regular,R,Richard Hudson,H2NC08185,11,3140426.34,3952795.91,3952795.91
H,NC,NC-10,2024,Regular,R,Pat Harrigan,H2NC13243,11,1294752.13,1915655.19,1915655.19
H,NC,NC-11,2024,Regular,D,Caleb Rudow,H4NC11102,8,329597.29,645960.29,645960.29
H,NC,NC-11,2024,Regular,R,Chuck Edwards,H2NC14050,11,1141868.63,1442893.38,1442893.38
H,NC,NC-12,2024,Regular,D,Alma Adams,H4NC12100,11,484839.64,715498.20,715498.2
H,NC,NC-12,2024,Regular,R,Addul Ali,H4NC12175,7,26434.74,48917.57,48917.57
H,NC,NC-13,2024,Regular,D,Frank Pierce,H4NC13157,7,12515.78,37167.56,37167.56
H,NC,NC-13,2024,Regular,R,Brad Knott,H4NC13116,9,2018766.24,2473895.81,2473895.81
H,NC,NC-14,2024,Regular,D,Pam Genant,H4NC14023,7,35712.38,50829.38,50829.38
H,NC,NC-14,2024,Regular,R,Tim Moore,H4NC14015,8,1906529.73,2399255.27,2399255.27
H,ND,ND-01,2024,Regular,D,Trygve Hammer,H4ND01044,7,560154.17,1174195.59,1174195.59
H,ND,ND-01,2024,Regular,R,Julie Fedorchak,H4ND00061,7,1388553.36,1979067.01,1979067.01
H,NE,NE-01,2024,Regular,D,Carol Blood,H4NE01189,7,58621.54,129104.43,129104.43
H,NE,NE-01,2024,Regular,R,Mike Flood,H2NE01118,11,1558914.89,2005390.45,2005390.45
H,NE,NE-02,2024,Regular,D,Tony Vargas,H2NE02132,11,3571303.95,7515611.35,7515611.35
H,NE,NE-02,2024,Regular,R,Don Bacon,H6NE02125,11,4343930.66,6358739.35,6358739.35
H,NE,NE-03,2024,Regular,R,Adrian Smith,H6NE03115,11,1532083.11,1996681.41,1996681.41
H,NH,NH-01,2024,Regular,D,Chris Pappas,H8NH01210,11,3100808.44,4069100.41,4069100.41
H,NH,NH-01,2024,Regular,R,Russell Prescott,H2NH01304,12,938643.20,1372873.19,1505457.35
H,NH,NH-02,2024,Regular,D,Maggie Goodlander,H4NH02399,6,2376405.92,4358978.46,4358978.46
H,NH,NH-02,2024,Regular,R,Lily Tang Williams,H2NH02260,11,349199.51,881771.24,881771.24
H,NJ,NJ-01,2024,Regular,D,Donald Norcross,H4NJ01084,11,1729455.06,2200275.83,2200275.83
H,NJ,NJ-01,2024,Regular,R,Teddy Liddell,H4NJ01209,7,6610.50,27218.05,27218.05
H,NJ,NJ-02,2024,Regular,D,Joseph Salerno,H4NJ02207,10,1015695.55,1742454.22,1742454.22
H,NJ,NJ-02,2024,Regular,R,Jefferson Van Drew,H8NJ02166,11,2548825.78,3233277.47,3233277.47
H,NJ,NJ-03,2024,Regular,D,Herb Conaway,H4NJ03080,8,748301.17,1353247.91,1353247.91
H,NJ,NJ-03,2024,Regular,R,Rajesh Mohan,H4NJ03239,7,307679.28,422972.73,422972.73
H,NJ,NJ-04,2024,Regular,D,Matthew Jenkins,H2NJ04215,11,16341.39,44774.79,44774.79
H,NJ,NJ-04,2024,Regular,R,Christopher Smith,H8NJ04014,11,618363.28,838736.82,838736.82
H,NJ,NJ-05,2024,Regular,D,Josh Gottheimer,H6NJ05171,11,7999956.54,10246423.95,10246423.95
H,NJ,NJ-05,2024,Regular,R,Mary Jo Guinchard,H4NJ05150,7,119195.53,330121.09,330121.09
H,NJ,NJ-06,2024,Regular,D,Frank Pallone,H8NJ03073,11,2464644.24,3462887.15,3462887.15
H,NJ,NJ-06,2024,Regular,R,Scott Fegler,H4NJ06133,6,52235.71,109023.45,109023.45
H,NJ,NJ-07,2024,Regular,D,Sue Altman,H4NJ07107,10,3038318.46,6252517.05,6252517.05
H,NJ,NJ-07,2024,Regular,R,Thomas Kean,H0NJ07261,13,4230089.13,6023132.92,6023132.92
H,NJ,NJ-08,2024,Regular,D,Robert Menendez,H2NJ08232,11,2049730.07,2384982.94,2384982.94
H,NJ,NJ-08,2024,Regular,R,Anthony Valdes,H4NJ08121,4,0.00,7559.58,7559.58
H,NJ,NJ-09,2024,Regular,D,Nellie Pou,H4NJ09194,4,0.00,642843.46,642843.46
H,NJ,NJ-09,2024,Regular,R,Billy Prempeh,H0NJ09200,11,16082.76,49755.61,49755.61
H,NJ,NJ-10,2024,Regular,D,LaMonica McIver,H4NJ10176,7,382049.29,647863.29,647863.29
H,NJ,NJ-10,2024,Regular,R,Carmen Bucco,H4NJ10135,8,18438.43,20817.07,20817.07
H,NJ,NJ-11,2024,Regular,D,Mikie Sherrill,H8NJ11142,11,3245405.34,4557540.15,4557540.15
H,NJ,NJ-11,2024,Regular,R,Joseph Belnome,H4NJ11141,7,187169.41,235275.80,235275.8
H,NJ,NJ-12,2024,Regular,D,Bonnie Watson Coleman,H4NJ12149,11,738359.80,955739.86,955739.86
H,NJ,NJ-12,2024,Regular,R,Darius Mayfield,H2NJ12127,11,43437.68,71530.15,71530.15
H,NM,NM-01,2024,Regular,D,Melanie Stansbury,H2NM01144,11,967614.59,1353281.00,1353281.0
H,NM,NM-01,2024,Regular,R,Steve Jones,H4NM01140,7,94186.46,216986.63,216986.63
H,NM,NM-02,2024,Regular,D,Gabe Vasquez,H2NM02191,11,3992448.38,7040626.00,7040626.0
H,NM,NM-02,2024,Regular,R,Yvette Herrell,H8NM02156,11,2415943.89,4475628.35,4475628.35
H,NM,NM-03,2024,Regular,D,Teresa Leger Fernandez,H0NM03102,11,1611452.56,2123599.55,2123599.55
H,NM,NM-03,2024,Regular,R,Sharon Clahchischilliage,H4NM03096,9,50274.16,87912.28,87912.28
H,NV,NV-01,2024,Regular,D,Dina Titus,H8NV03036,11,1561805.95,2436548.88,2436548.88
H,NV,NV-01,2024,Regular,R,Mark Robertson,H2NV03153,13,151893.12,401643.87,401643.87
H,NV,NV-02,2024,Regular,D,Greg Kidd,H4NV02185,7,1500261.36,9201825.03,9201825.03
H,NV,NV-02,2024,Regular,R,Mark Amodei,H2NV02395,11,817578.99,1297832.06,1297832.06
H,NV,NV-03,2024,Regular,D,Susie Lee,H6NV04020,11,4224046.44,6071959.21,6071959.21
H,NV,NV-03,2024,Regular,R,Drew Johnson,H4NV03167,14,538990.62,1442353.88,1506098.9
H,NV,NV-04,2024,Regular,D,Steven Horsford,H2NV04011,11,3996461.10,5441412.69,5441412.69
H,NV,NV-04,2024,Regular,R,John Lee,H4NV04116,8,919686.03,1677950.55,1677950.55
H,NY,NY-01,2024,Regular,D,John Avlon,H4NY01204,7,2281680.87,5298299.52,5298299.52
H,NY,NY-01,2024,Regular,R,Nick LaLota,H2NY01190,13,2969961.48,4271171.67,4271171.67
H,NY,NY-02,2024,Regular,D,Rob Lubin,H4NY02087,10,904246.47,1036037.90,1036037.9
H,NY,NY-02,2024,Regular,R,Andrew Garbarino,H0NY02234,11,2925368.73,3863201.83,3863201.83
H,NY,NY-03,2024,Regular,D,Thomas Suozzi,H6NY03247,12,7815841.39,9646883.39,9646883.39
H,NY,NY-03,2024,Regular,R,Michael LiPetri,H0NY02267,11,359402.09,970547.97,970547.97
H,NY,NY-04,2024,Regular,D,Laura Gillen,H2NY04244,1,4.89,4.89,4.89
H,NY,NY-04,2024,Regular,R,Anthony D'Esposito,H2NY04277,13,3257096.87,4644841.34,4644841.34
H,NY,NY-05,2024,Regular,D,Gregory Meeks,H8NY06048,13,2492136.95,3048026.76,3048026.76
H,NY,NY-05,2024,Regular,R,Paul King,H2NY05126,6,29517.29,48325.36,48325.36
H,NY,NY-06,2024,Regular,D,Grace Meng,H2NY06116,11,1500110.50,2097459.33,2097459.33
H,NY,NY-06,2024,Regular,R,Thomas Zmich,H0NY06086,11,5827.63,7250.99,7250.99
H,NY,NY-07,2024,Regular,D,Nydia Velázquez,H2NY00010,11,399214.10,472587.10,472587.1
H,NY,NY-07,2024,Regular,R,Bill Kregler,H4NY07128,5,11179.77,18245.55,18245.55
H,NY,NY-08,2024,Regular,D,Hakeem Jeffries,H2NY10092,11,17749729.54,22977197.34,22977197.34
H,NY,NY-09,2024,Regular,D,Yvette Clarke,H4NY11138,11,669172.96,1108983.72,1108983.72
H,NY,NY-10,2024,Regular,D,Daniel Goldman,H2NY10308,11,3211852.39,3659240.76,3659240.76
H,NY,NY-10,2024,Regular,R,Alexander Dodenhoff,H4NY10155,1,0.00,7331.71,7331.71
H,NY,NY-11,2024,Regular,D,Andrea Morse,H4NY11211,7,149993.71,273868.12,273868.12
H,NY,NY-11,2024,Regular,R,Nicole Malliotakis,H0NY11078,11,2444397.75,3371724.78,3371724.78
H,NY,NY-12,2024,Regular,D,Jerrold Nadler,H2NY17071,11,934771.81,1189675.18,1189675.18
H,NY,NY-12,2024,Regular,R,Michael Zumbluskas,H2NY12221,7,0.00,0.00,0.0
H,NY,NY-13,2024,Regular,D,Adriano Espaillat,H2NY13096,12,1075245.39,1373169.59,1373169.59
H,NY,NY-14,2024,Regular,D,Alexandria Ocasio-Cortez,H8NY15148,11,8979437.76,15299235.57,15299235.57
H,NY,NY-14,2024,Regular,R,Tina Forte,H2NY14128,11,939120.22,1922536.14,1922536.14
H,NY,NY-15,2024,Regular,D,Ritchie Torres,H0NY15160,11,7293580.62,9208382.46,9208382.46
H,NY,NY-16,2024,Regular,D,George Latimer,H4NY16087,8,6432519.18,6679191.82,6679191.82
H,NY,NY-16,2024,Regular,R,Miriam Levitt Flisser,H2NY16115,9,12614.00,23883.42,23883.42
H,NY,NY-17,2024,Regular,D,Mondaire Jones,H0NY17174,11,5540543.21,9960888.75,9960888.75
H,NY,NY-17,2024,Regular,R,Michael Lawler,H2NY17162,13,5736579.61,8387801.92,8387801.92
H,NY,NY-18,2024,Regular,D,Patrick Ryan,H8NY19223,11,5284804.89,8143126.11,8143126.11
H,NY,NY-18,2024,Regular,R,Alison Esposito,H4NY18117,10,1306819.84,2402358.74,2435666.01
H,NY,NY-19,2024,Regular,D,Josh Riley,H8NY22177,11,5273860.88,9848776.11,9848776.11
H,NY,NY-19,2024,Regular,R,Marcus Molinaro,H2NY19127,13,3644171.72,5570305.64,5570305.64
H,NY,NY-20,2024,Regular,D,Paul Tonko,H8NY21203,11,1151619.32,1547112.87,1547112.87
H,NY,NY-21,2024,Regular,D,Paula Collins,H4NY21145,7,74316.10,149173.87,149173.87
H,NY,NY-21,2024,Regular,R,Elise Stefanik,H4NY21079,11,10826790.11,15467577.50,15467577.5
H,NY,NY-22,2024,Regular,D,John Mannion,H4NY22085,9,1221854.51,4161857.47,4161857.47
H,NY,NY-22,2024,Regular,R,Brandon Williams,H2NY22212,13,2732998.70,4190242.60,4190242.6
H,NY,NY-23,2024,Regular,D,Thomas Carle,H4NY23075,4,0.00,16721.58,32743.03
H,NY,NY-23,2024,Regular,R,Nicholas Langworthy,H2NY23228,11,1423535.13,1931075.63,1931075.63
H,NY,NY-24,2024,Regular,D,David Wagenhauser,H4NY24131,8,31634.60,97274.05,97274.05
H,NY,NY-24,2024,Regular,R,Claudia Tenney,H4NY22051,13,2245601.94,2995402.57,2995402.57
H,NY,NY-25,2024,Regular,D,Joseph Morelle,H8NY25105,11,1627834.81,2154064.87,2154064.87
H,NY,NY-25,2024,Regular,R,Gregg Sadwick,H4NY25054,5,256955.87,647600.21,647600.21
H,NY,NY-26,2024,Regular,D,Timothy Kennedy,H4NY26078,9,2252128.59,2664314.25,2664314.25
H,OH,OH-01,2024,Regular,D,Greg Landsman,H2OH01194,11,2601642.98,3719975.07,3719975.07
H,OH,OH-02,2024,Regular,D,Samantha Meadows,H2OH02127,11,48833.52,160265.99,160265.99
H,OH,OH-02,2024,Regular,R,David Taylor,H4OH02248,8,2018090.42,2299491.25,2299491.25
H,OH,OH-03,2024,Regular,D,Joyce Beatty,H2OH03125,11,1378512.32,1820579.91,1820579.91
H,OH,OH-03,2024,Regular,R,Michael Young,H4OH03113,0,,,0.0
H,OH,OH-04,2024,Regular,D,Tamie Wilson,H2OH04164,11,847047.11,2376890.57,2376890.57
H,OH,OH-04,2024,Regular,R,Jim Jordan,H6OH04082,11,10612863.71,13427350.75,13427350.75
H,OH,OH-05,2024,Regular,D,Keith Mundy,H6OH16136,5,2943.00,13584.21,13584.21
H,OH,OH-05,2024,Regular,R,Robert Latta,H8OH05036,11,1378214.47,1998121.54,1998121.54
H,OH,OH-06,2024,Regular,D,Michael Kripchak,H4OH06231,7,36655.65,79013.20,79013.2
H,OH,OH-06,2024,Regular,R,Michael Rulli,H4OH06165,9,750425.41,1154951.89,1154951.89
H,OH,OH-07,2024,Regular,D,Matt Diemer,H2OH16044,6,42460.99,86340.29,86340.29
H,OH,OH-07,2024,Regular,R,Max Miller,H2OH16051,11,1700712.28,1989521.73,1989521.73
H,OH,OH-08,2024,Regular,D,Vanessa Enoch,H8OH08097,4,0.00,0.00,0.0
H,OH,OH-08,2024,Regular,R,Warren Davidson,H6OH08315,11,942046.26,1152789.42,1152789.42
H,OH,OH-09,2024,Regular,D,Marcy Kaptur,H2OH09031,11,2955926.38,5063732.53,5063732.53
H,OH,OH-09,2024,Regular,R,Derek Merrin,H4OH09169,7,668999.17,1722804.22,1722804.22
H,OH,OH-10,2024,Regular,D,Amy Cox,H4OH10183,9,97381.63,205053.90,205053.9
H,OH,OH-10,2024,Regular,R,Mike Turner,H2OH03067,11,973774.17,1252813.43,1252813.43
H,OH,OH-11,2024,Regular,D,Shontel Brown,H2OH11169,11,1060299.16,1418292.05,1418292.05
H,OH,OH-11,2024,Regular,R,Alan Rapoport,H4OH11108,7,19832.73,84766.11,84766.11
H,OH,OH-12,2024,Regular,D,Jerrad Christian,H4OH12080,8,155363.52,341998.25,341998.25
H,OH,OH-12,2024,Regular,R,Troy Balderson,H8OH12180,11,1609936.68,2127294.14,2127294.14
H,OH,OH-13,2024,Regular,D,Emilia Strong Sykes,H2OH13264,11,3422737.77,5332291.25,5332291.25
H,OH,OH-13,2024,Regular,R,Kevin Coughlin,H4OH13153,16,856662.83,1654588.46,1662607.45
H,OH,OH-14,2024,Regular,R,David Joyce,H2OH14064,11,1958337.41,2505522.54,2505522.54
H,OH,OH-15,2024,Regular,D,Adam Miller,H4OH15083,8,238561.01,476225.28,476225.28
H,OH,OH-15,2024,Regular,R,Mike Carey,H2OH15228,11,1947667.93,2699201.24,2699201.24
H,OK,OK-01,2024,Regular,D,Dennis Baker,H4OK01107,10,111107.20,379929.06,379929.06
H,OK,OK-01,2024,Regular,R,Kevin Hern,H8OK01157,11,2034195.05,2709539.40,2709539.4
H,OK,OK-02,2024,Regular,D,Brandon Wade,H4OK02196,8,3781.40,12959.33,12959.33
H,OK,OK-02,2024,Regular,R,Josh Brecheen,H2OK02315,11,236009.18,335485.47,335485.47
H,OK,OK-03,2024,Regular,R,Frank Lucas,H4OK06056,11,1384022.13,1725662.38,1725662.38
H,OK,OK-04,2024,Regular,D,Mary Brannon,H8OK04094,0,,,0.0
H,OK,OK-04,2024,Regular,R,Tom Cole,H2OK04055,11,4445303.93,5588752.02,5588752.02
H,OK,OK-05,2024,Regular,D,Madison Horn,H4OK05199,10,354688.20,591403.83,591403.83
H,OK,OK-05,2024,Regular,R,Stephanie Bice,H0OK05205,11,1594974.21,2112846.41,2112846.41
H,OR,OR-01,2024,Regular,D,Suzanne Bonamici,H2OR01133,11,693865.32,936780.90,936780.9
H,OR,OR-02,2024,Regular,D,Dan Ruby,H4OR02236,5,1590.00,28220.71,28220.71
H,OR,OR-02,2024,Regular,R,Cliff Bentz,H0OR02127,11,888365.12,1133834.48,1133834.48
H,OR,OR-03,2024,Regular,D,Maxine Dexter,H4OR03192,8,1481324.09,1818244.55,1818244.55
H,OR,OR-03,2024,Regular,R,Joanna Harbour,H0OR03174,10,16684.54,20339.54,20339.54
H,OR,OR-04,2024,Regular,D,Val Hoyle,H2OR04095,11,1599344.44,2665016.82,2665016.82
H,OR,OR-04,2024,Regular,R,Monique DeSpain,H4OR04125,8,503756.89,908908.33,908908.33
H,OR,OR-05,2024,Regular,D,Janelle Bynum,H4OR05304,10,2445768.96,7524631.65,7524631.65
H,OR,OR-05,2024,Regular,R,Lori Chavez-DeRemer,H2OR05209,13,4071366.31,6092658.62,6092658.62
H,OR,OR-06,2024,Regular,D,Andrea Salinas,H2OR06066,11,3223747.03,5395319.72,5395319.72
H,OR,OR-06,2024,Regular,R,Mike Erickson,H2OR06124,13,293835.88,1190896.82,1190896.82
H,PA,PA-01,2024,Regular,D,Ashley Ehasz,H2PA01099,10,2144767.74,3961549.18,3961549.18
H,PA,PA-01,2024,Regular,R,Brian Fitzpatrick,H6PA08277,10,5037243.42,6439520.45,6439520.45
H,PA,PA-02,2024,Regular,D,Brendan Boyle,H4PA13199,10,1848485.41,2337216.44,2337216.44
H,PA,PA-02,2024,Regular,R,Aaron Bashir,H4PA02069,4,0.00,23945.48,23945.48
H,PA,PA-03,2024,Regular,D,Dwight Evans,H6PA02171,10,813004.77,976087.83,976087.83
H,PA,PA-04,2024,Regular,D,Madeleine Dean,H8PA04116,10,1270530.59,1752523.60,1752523.6
H,PA,PA-04,2024,Regular,R,David Winkler,H4PA04107,6,40055.10,73455.10,73455.1
H,PA,PA-05,2024,Regular,D,Mary Gay Scanlon,H8PA07200,10,1131403.15,1532211.38,1532211.38
H,PA,PA-06,2024,Regular,D,Chrissy Houlahan,H8PA06087,10,1849052.41,2502687.77,2502687.77
H,PA,PA-06,2024,Regular,R,Neil Young,H4PA06060,6,9688.51,41394.32,41394.32
H,PA,PA-07,2024,Regular,D,Susan Wild,H8PA15229,10,5065332.54,8960927.65,8960927.65
H,PA,PA-07,2024,Regular,R,Ryan Mackenzie,H8PA15195,14,706907.48,1778490.49,1818407.11
H,PA,PA-08,2024,Regular,D,Matt Cartwright,H2PA17079,10,5655991.26,8650657.78,8650657.78
H,PA,PA-08,2024,Regular,R,Rob Bresnahan,H4PA08124,7,2561590.95,4540166.17,4540166.17
H,PA,PA-09,2024,Regular,D,Amanda Waldman,H2PA09126,9,2424.18,16955.90,16955.9
H,PA,PA-09,2024,Regular,R,Daniel Meuser,H8PA10147,10,1255987.73,1816497.44,1816497.44
H,PA,PA-10,2024,Regular,D,Janelle Stelson,H4PA10104,7,1916326.31,6521826.18,6521826.18
H,PA,PA-10,2024,Regular,R,Scott Perry,H2PA04135,10,2692690.30,4528660.87,4528660.87
H,PA,PA-11,2024,Regular,D,Jim Atkinson,H4PA11094,6,8466.80,20553.49,20553.49
H,PA,PA-11,2024,Regular,R,Lloyd Smucker,H6PA16320,10,1372075.90,1827917.74,1827917.74
H,PA,PA-12,2024,Regular,D,Summer Lee,H2PA18200,10,2695289.50,2959031.02,2959031.02
H,PA,PA-12,2024,Regular,R,James Hayes,H4PA12068,9,85846.46,136244.75,136244.75
H,PA,PA-13,2024,Regular,D,Beth Farnham,H4PA13298,6,24027.83,65574.82,65574.82
H,PA,PA-13,2024,Regular,R,John Joyce,H8PA13125,10,1786992.72,2258417.80,2258417.8
H,PA,PA-14,2024,Regular,D,Chris Dziados,H4PA14106,6,89107.56,283275.01,283275.01
H,PA,PA-14,2024,Regular,R,Guy Reschenthaler,H8PA18199,10,2619183.82,4357253.46,4357253.46
H,PA,PA-15,2024,Regular,D,Zach Womer,H4PA15152,5,42921.61,140130.36,140130.36
H,PA,PA-15,2024,Regular,R,Glenn Thompson,H8PA05071,10,2334055.42,2857767.11,2857767.11
H,PA,PA-16,2024,Regular,D,Preston Nouri,H4PA16093,9,411927.74,784759.40,784759.4
H,PA,PA-16,2024,Regular,R,Mike Kelly,H0PA03271,10,1178174.51,1670916.24,1670916.24
H,PA,PA-17,2024,Regular,D,Christopher Deluzio,H2PA17103,10,2990955.25,5064885.70,5064885.7
H,PA,PA-17,2024,Regular,R,Rob Mercuri,H4PA17166,8,1095445.25,1802095.10,1802095.1
H,RI,RI-01,2024,Regular,D,Gabe Amo,H4RI01265,13,2145419.98,2575711.85,2575711.85
H,RI,RI-01,2024,Regular,R,Allen Rodney Waters,H2RI01202,10,18412.00,21583.00,21583.0
H,RI,RI-02,2024,Regular,D,Seth Magaziner,H2RI02184,11,1660247.01,2040391.32,2040391.32
H,RI,RI-02,2024,Regular,R,Stephen Joseph Corvi,H4RI02115,4,0.00,5619.55,5619.55
H,SC,SC-01,2024,Regular,D,Michael Moore,H4SC01297,11,757277.61,1094452.80,1094452.8
H,SC,SC-01,2024,Regular,R,Nancy Mace,H0SC01394,11,2458974.69,3481911.88,3481911.88
H,SC,SC-02,2024,Regular,D,David Robinson,H4SC02089,7,4934.00,13806.70,13806.7
H,SC,SC-02,2024,Regular,R,Joe Wilson,H2SC02059,11,687990.53,880967.81,880967.81
H,SC,SC-03,2024,Regular,D,Bryon Best,H4SC03244,2,0.00,46624.47,46624.47
H,SC,SC-03,2024,Regular,R,Sheri Biggs,H4SC01313,8,736967.57,1076795.61,1076795.61
H,SC,SC-04,2024,Regular,D,Kathryn Harvey,H4SC04101,7,176271.08,520486.15,520486.15
H,SC,SC-04,2024,Regular,R,William Timmons,H8SC04250,11,2164680.54,2312884.39,2312884.39
H,SC,SC-05,2024,Regular,D,Evangeline Hundley,H2SC05102,10,16033.00,29577.33,29577.33
H,SC,SC-05,2024,Regular,R,Ralph Norman,H8SC05158,11,308613.23,397514.59,397514.59
H,SC,SC-06,2024,Regular,D,James Clyburn,H2SC02042,11,1641842.76,2222667.81,2222667.81
H,SC,SC-06,2024,Regular,R,Duke Buckner,H2SC06142,11,124823.30,243079.30,243079.3
H,SC,SC-07,2024,Regular,D,Mal Hyman,H6SC07018,7,56538.79,89555.08,89555.08
H,SC,SC-07,2024,Regular,R,Russell Fry,H2SC07280,11,1074245.75,1511709.79,1511709.79
H,SD,SD-01,2024,Regular,D,Sheryl Johnson,H4SD00064,7,92219.43,223982.88,223982.88
H,SD,SD-01,2024,Regular,R,Dusty Johnson,H8SD01055,11,3231202.98,4377059.46,4377059.46
H,TN,TN-01,2024,Regular,R,Diana Harshbarger,H0TN01118,11,1428286.84,1930833.49,1930833.49
H,TN,TN-02,2024,Regular,D,Jane George,H4TN02084,8,144344.77,264281.11,264281.11
H,TN,TN-02,2024,Regular,R,Tim Burchett,H8TN02119,11,961205.61,1238069.79,1238069.79
H,TN,TN-03,2024,Regular,D,Jack Allen,H4TN03199,8,116268.88,193621.80,193621.8
H,TN,TN-03,2024,Regular,R,Chuck Fleischmann,H0TN03254,11,1373169.41,1897639.52,1897639.52
H,TN,TN-04,2024,Regular,D,Victoria Isabel Broderick,H4TN04270,6,40818.40,111892.94,111892.94
H,TN,TN-04,2024,Regular,R,Scott DesJarlais,H0TN04195,11,172796.50,305905.38,305905.38
H,TN,TN-05,2024,Regular,D,Maryam Abolfazli,H4TN05145,6,174863.00,428527.89,428527.89
H,TN,TN-05,2024,Regular,R,Andrew Ogles,H2TN05446,13,714487.08,986220.73,986220.73
H,TN,TN-06,2024,Regular,D,Lore Bergman,H4TN06226,3,0.00,9791.55,9791.55
H,TN,TN-06,2024,Regular,R,John Rose,H8TN06094,11,1357360.98,1861461.35,1861461.35
H,TN,TN-07,2024,Regular,D,Megan Barry,H4TN07133,8,835669.39,1246179.55,1246179.55
H,TN,TN-07,2024,Regular,R,Mark Green,H8TN07076,11,1606861.03,2193882.05,2193882.05
H,TN,TN-08,2024,Regular,D,Sarah Freeman,H4TN08123,6,8123.00,37090.24,37090.24
H,TN,TN-08,2024,Regular,R,David Kustoff,H2TN07103,21,2018594.66,2498788.64,2498788.64
H,TN,TN-09,2024,Regular,D,Steve Cohen,H6TN09068,11,524495.87,703466.48,703466.48
H,TN,TN-09,2024,Regular,R,Charlotte Bergmann,H0TN09061,11,44335.81,57468.61,57468.61
H,TX,TX-01,2024,Regular,R,Nathaniel Moran,H2TX01112,11,719270.97,1084376.71,1084376.71
H,TX,TX-02,2024,Regular,D,Peter Filler,H4TX02181,4,0.00,8114.50,8114.5
H,TX,TX-02,2024,Regular,R,Dan Crenshaw,H8TX02166,11,3083081.14,4138444.96,4138444.96
H,TX,TX-03,2024,Regular,D,Sandeep Srivastava,H2TX03274,11,308779.00,430070.56,430070.56
H,TX,TX-03,2024,Regular,R,Keith Self,H2TX00064,0,,,735660.61
H,TX,TX-04,2024,Regular,D,Simon Cardell,H4TX04161,2,8357.00,17744.56,17744.56
H,TX,TX-04,2024,Regular,R,Pat Fallon,H0TX04219,11,570964.67,799721.08,799721.08
H,TX,TX-05,2024,Regular,D,Truth Torres,H2TX05253,11,23713.57,39343.31,39343.31
H,TX,TX-05,2024,Regular,R,Lance Gooden,H8TX05144,11,892415.02,1136643.85,1136643.85
H,TX,TX-06,2024,Regular,D,John Love,H4TX06224,11,93405.97,135300.64,135300.64
H,TX,TX-06,2024,Regular,R,Jake Ellzey,H8TX06266,11,5324077.01,6899715.28,6899715.28
H,TX,TX-07,2024,Regular,D,Lizzie Fletcher,H8TX07140,11,1934497.95,2440397.07,2440397.07
H,TX,TX-07,2024,Regular,R,Caroline Kane,H4TX07099,13,125975.77,196406.25,196406.25
H,TX,TX-08,2024,Regular,D,Laura Jones,H0TX08145,11,29611.53,49529.73,49529.73
H,TX,TX-08,2024,Regular,R,Morgan Luttrell,H2TX08182,11,1420925.76,1868399.92,1868399.92
H,TX,TX-09,2024,Regular,D,Al Green,H4TX09095,11,262385.28,392514.28,392514.28
H,TX,TX-10,2024,Regular,D,Theresa Boisseau,H4TX10226,7,34875.34,78889.82,100409.72
H,TX,TX-10,2024,Regular,R,Michael McCaul,H4TX10093,11,2698003.44,3131114.63,3131114.63
H,TX,TX-11,2024,Regular,R,August Pfluger,H0TX11230,11,2873007.51,3512299.49,3512299.49
H,TX,TX-12,2024,Regular,D,Trey Hunt,H2TX12085,9,24143.00,29764.56,29764.56
H,TX,TX-12,2024,Regular,R,Craig Goldman,H4TX12065,9,2600507.56,3196797.92,3196797.92
H,TX,TX-13,2024,Regular,R,Ronny Jackson,H0TX13228,11,5287647.57,6668890.94,6668890.94
H,TX,TX-14,2024,Regular,D,Rhonda Hart,H4TX14111,4,4306.00,11080.00,24802.0
H,TX,TX-14,2024,Regular,R,Randy Weber,H2TX14149,11,904165.12,1194311.15,1194311.15
H,TX,TX-15,2024,Regular,D,Michelle Vallejo,H2TX15203,11,1341298.26,2388898.64,2388898.64
H,TX,TX-15,2024,Regular,R,Monica De La Cruz,H0TX15124,13,5090512.89,7936781.16,7936781.16
H,TX,TX-16,2024,Regular,D,Veronica Escobar,H8TX16109,11,1105174.85,1343214.49,1343214.49
H,TX,TX-16,2024,Regular,R,Irene Armendariz-Jackson,H0TX16106,11,40664.57,64300.34,64300.34
H,TX,TX-17,2024,Regular,D,Mark Lorenzen,H4TX17114,7,17125.00,35841.82,35841.82
H,TX,TX-17,2024,Regular,R,Pete Sessions,H2TX03126,11,830013.29,1243303.06,1243303.06
H,TX,TX-18,2024,Regular,D,Sylvester Turner,H4TX18237,4,0.00,652566.71,652566.71
